SHARE_CODE,YEAR,Y_distress,equity_negative,equity_negative_2yr,X1_gross_profit,X2_net_profit_margin,X3_current_ratio,X4_quick_ratio,X5_cash_ratio,X6_receivable_turnover,X7_inventory_turnover,X8_leverage_asset,IEQ_equity_to_liability,X10_dscr,X11_asset_coverage,X12_mbv,X1_gross_profit_t,X2_net_profit_margin_t,X3_current_ratio_t,X4_quick_ratio_t,X5_cash_ratio_t,X6_receivable_turnover_t,X7_inventory_turnover_t,X8_leverage_asset_t,IEQ_equity_to_liability_t,X10_dscr_t,X11_asset_coverage_t,X12_mbv_t,X1_gross_profit_z,X2_net_profit_margin_z,X3_current_ratio_z,X4_quick_ratio_z,X5_cash_ratio_z,X6_receivable_turnover_z,X7_inventory_turnover_z,X8_leverage_asset_z,IEQ_equity_to_liability_z,X10_dscr_z,X11_asset_coverage_z,X12_mbv_z,X15_corruption_index,X13_indep_commissioner,X14_board_diversity,ever_distressed
ABBA,2014,0,0,0.0,40.75,2.43,1.37,1.31,0.15149945616707822,2.47,20.28,8.96,65.77881081249656,-0.02800370841732405,2.431179383206151,1.9036645788424544,1.358641739800029,0.2654555565143461,1.0793652937212364,1.250515843171314,0.3000700257299558,0.4372728742465404,1.809786232597645,0.3540389915062288,3.3734916196581675,-0.16092358444909094,0.3516021268329354,1.175473817355715,0.660435193196706,-0.02528868671712931,-0.2422680623629355,0.2317839146525467,-0.6135305045266836,-0.9075956824768477,0.7963207953882547,-0.840442176288415,1.5286709583660063,-0.8041527382962566,-0.5920753122631064,0.2288629294866719,34,0.3333333333333333,0.0,0
ABBA,2015,0,0,0.0,42.29,-15.62,1.34,1.27,0.17506095857543508,2.36,20.22,18.99,49.050291377382365,-0.05961076254349859,1.9046561465124399,2.065140322142884,1.3912775619975823,-1.3141564643418162,1.0618808075587833,1.2243215459471437,0.3450751889597581,0.4188837236918281,1.8069783278989537,0.7060021628044492,3.080975238970374,-0.33758549717023023,0.2775872686166071,1.2435711427156764,0.7068094160560529,-1.1312758932876439,-0.26815047968471806,0.19336009442863475,-0.559178933776056,-0.930240597735654,0.7935156834375652,-0.2817409872790007,1.3377874898430742,-0.979369889929159,-0.6756072519793256,0.3001794794439611,36,0.4,0.16666666666666666,0
ABBA,2016,0,0,0.0,37.98,-14.59,1.34,1.3,0.35037927500232835,2.7,25.5,15.97,53.89861662149252,-0.07454982960695763,1.9001086282942543,1.656834506704459,1.2974894786332143,-1.2556479472493614,1.0618808075587833,1.244021445246352,0.6563054016503249,0.47527343463581195,2.0291009745852846,0.6064326469073835,3.1748722833571694,-0.4179756637198854,0.2769409645778936,1.0634147759741743,0.5735402294192817,-1.0903103457194543,-0.26815047968471806,0.2222574297006609,-0.1833142615736765,-0.8608007276342113,1.0154174064657866,-0.43979618014361743,1.3990606174349713,-1.0591026166112227,-0.676336659983356,0.1115064227427022,37,0.0,0.0,0
ABBA,2017,0,0,0.0,49.94,-13.17,1.21,1.17,0.39870609452247924,3.02,25.01,16.4,38.37712789989245,-0.02891219172500614,1.634969383339474,2.3125253978917093,1.540657207071885,-1.16991344105165,0.9832380238338638,1.1562082565567056,0.7339239500365571,0.5270945729446448,2.0103697245303174,0.6209581388783892,2.836920960651803,-0.1660974311039199,0.23907082524268547,1.3408121788599863,0.919072030718943,-1.03028214527254,-0.38456598819912347,0.0934462557789555,-0.08957634971156142,-0.7969867258875298,0.9967047865520717,-0.4167386266921759,1.1785282817133533,-0.8092842726484037,-0.71907627027549,0.4020174763906328,37,0.5,0.0,0
ABBA,2018,0,0,0.0,44.15,-17.0,0.7,0.66,0.2154085323279502,2.79,20.61,15.11,62.81896119977845,-0.11828281274621823,2.535316024470147,2.6367199821596294,1.4294795362028718,-1.388167646174089,0.6237578334288454,0.7385643438309143,0.4205753736416591,0.489973442723846,1.8250974783913718,0.5770365708967169,3.3275639406768613,-0.6383956602707809,0.36603550875122703,1.4568977768877704,0.7610929225275378,-1.1830958460158407,-0.9167072373344185,-0.5191861230496514,-0.4679993149294248,-0.8426987257789925,0.8116168125842612,-0.4864590811476964,1.498700552453879,-1.2777199935188637,-0.5757860371451825,0.5235908907253154,38,0.4,0.0,0
ABBA,2019,0,0,0.0,40.83,-17.64,0.8,0.74,0.1981897954820668,3.93,21.54,17.85,28.691055843030625,-0.08833245259155696,1.4536904022685289,6.324837515955771,1.3603603522198378,-1.4209218003288866,0.7011279877525848,0.8129133281335799,0.38861029303478534,0.6674532643389359,1.867086097299169,0.6690870793977634,2.548735126237248,-0.48995730674427396,0.21298041512340526,2.286430991509006,0.6628772740146063,-1.2060291201229916,-0.8021756117635135,-0.4101252850272421,-0.5066027154166726,-0.6241451004408239,0.8535636695221447,-0.3403394506228311,0.9904707393532264,-1.1304955856237255,-0.7485214738167211,1.3923393566753404,40,0.4444444444444444,0.125,0
ABBA,2020,0,1,0.0,48.26,-36.78,0.4,0.36,0.206469989291132,4.26,14.13,47.61,-31.87522511878408,-0.12060864339709675,0.4706675872305306,-4.343043561422988,1.5095325599505502,-2.110414646920838,0.3714023914635598,0.4273617312123685,0.4040306922556866,0.715734092508254,1.475045742694561,1.4076326935477852,-2.652823659166265,-0.6494472949190885,0.0694243133715404,-1.9217894482106928,0.8748451283511665,-1.6887870741548083,-1.2902709098199492,-0.9756821740081442,-0.4879798984083623,-0.564690735799765,0.46191323909032056,0.8320170525912073,-2.403840308626953,-1.2886812466499822,-0.9105365060199004,-3.0148199793800603,37,0.4,0.0,0
ABBA,2021,0,0,0.0,45.81,-21.27,0.36,0.33,0.1283594898032357,8.94,19.31,19.84,45.827585073457094,-0.07794167402316204,1.7707704928975703,11.793919120724997,1.462509008365596,-1.5904028248573214,0.3356613192635476,0.3935448148259228,0.25528801895202646,1.2666584808251549,1.763451069585719,0.732998901587733,3.0133214543205433,-0.4358930243050158,0.2585127010004117,2.902167661244939,0.8080265065423324,-1.324693603812674,-1.3431786897577551,-1.0252874413165138,-0.6676125750064089,0.11373299292700695,0.7500317174282782,-0.23888675908812784,1.2936395722382596,-1.076873446996501,-0.6971344921933381,2.0371842861294467,38,0.3333333333333333,0.0,0
ABBA,2022,0,0,0.0,42.22,-18.19,1.08,1.05,0.43107395476542776,5.23,21.7,27.19,8.183896792749197,-0.0895714907831882,1.1575189645127482,20.20235604677396,1.3898142942932137,-1.448327127901551,0.8996393850029067,1.0691259004861848,0.7838982259190933,0.8496811768330553,1.8741436646882375,0.9482946136311367,1.3567866910510793,-0.49631888631266485,0.17005252862878006,3.438395794937819,0.7047301700602108,-1.2252173393103922,-0.5083176865705809,-0.034292876357061214,-0.029223710227245462,-0.3997445429522641,0.8606142174396365,0.10287050450170133,0.21265702829252528,-1.136805139475432,-0.7969691735519975,2.5987620027705334,34,0.5,0.0,0
ABBA,2023,0,1,0.0,29.49,-26.1,0.55,0.53,0.13763300223072755,4.09,32.21,37.98,-28.066880812838132,-0.12917552007339803,0.28699448100455216,-1.9346098317557907,1.0874973591572257,-1.781371247387347,0.5012453509438929,0.6099652660965051,0.2732996606062866,0.6910365331132584,2.256298919664381,1.2125268968254503,-2.5270130552074845,-0.6895564351295091,0.042353550338005024,-1.188827227999822,0.27514966679340214,-1.458402786440117,-1.098063393262666,-0.707825192139406,-0.6458603815812287,-0.5951040024667071,1.2423893799841679,0.5223089652099958,-2.321741779976523,-1.3284623697787008,-0.9410881195780884,-2.247207793172107,34,0.42857142857142855,0.0,0
ABMM,2013,0,0,,22.65,0.27,0.97,0.87,0.27054423060282445,3.62,10.92,50.73,0.5232862375719518,0.05369250822265039,1.6369893410540708,2.1023318109485625,0.8883642168235978,0.029838259617561248,0.8247625745079452,0.9262662650181858,0.5201603057446242,0.6208248259914263,1.2493535684213035,1.4643042664354176,0.11567344815144374,0.3051214390676879,0.23936067907629138,1.258717714832608,-0.007810715370771653,-0.19025939634323671,-0.6191583963831662,-0.24385043400021642,-0.34773317001504417,-0.6815646659551893,0.2364455387349232,0.9219766783059276,-0.5972394981084423,-0.3419190836533466,-0.7187491460528842,0.31604208875128587,32,0.3333333333333333,0.5,0
ABMM,2014,0,0,0.0,20.12,-15.98,0.98,0.9,0.35834064871953825,4.03,17.04,57.31,0.31352876626430476,0.002393795361999643,1.3486609927614646,3.315286803288524,0.8067127679830779,-1.3339294440625584,0.8317321802431172,0.9511703598469313,0.6693417738935679,0.6822313251246208,1.6464113764182486,1.575096595376771,0.0694050733930509,0.013814977628303856,0.19779746107534912,1.6664505700953915,-0.1238342205362921,-1.1451202185511768,-0.6088412362144339,-0.20731918239419866,-0.16757057223980604,-0.6059469823066741,0.6331084321892397,1.0978468004108572,-0.6274322272678643,-0.6308432079281606,-0.76565670359112,0.743050056947836,34,0.5,0.0,0
ABMM,2015,0,0,0.0,19.37,-6.93,0.88,0.83,0.3633372567262263,4.27,21.61,50.57,0.2884338044418806,0.0037334769650531697,1.2749799066277396,3.3384191080153767,0.7816129133908091,-0.7058681384046295,0.7605333842651095,0.8923430896751903,0.6774731257419853,0.7171753787617116,1.8701796293785047,1.461466873547181,0.06385772993051474,0.021545513798128097,0.18711906413700172,1.6729275806101396,-0.1595001291061194,-0.7053744076632923,-0.7142373532743995,-0.2936115701608294,-0.15775054907866692,-0.5629158955222807,0.8566541247678767,0.9174726423452974,-0.6310521823579934,-0.6231758929568241,-0.7777081650248882,0.7498332608623397,36,0.0,0.0,0
ABMM,2016,0,0,0.0,21.6,1.17,0.79,0.72,0.24610215396135166,3.91,19.74,49.34,0.30066145520144316,0.045724792087722,1.2953153232102224,2.6060313503553236,0.855034651875015,0.12896056136098782,0.6935471325608009,0.7946621638106933,0.4765511472416576,0.6644822355316672,1.784242224789617,1.4394099525122406,0.0665609575768871,0.2609227865968516,0.19006837788850559,1.4464079198693707,-0.05517071945997548,-0.12085754565674171,-0.8133976091334507,-0.4368975038357153,-0.40039882199027726,-0.6278037085626023,0.7708021937048697,0.8824598085801804,-0.6292881735591243,-0.3857562745490263,-0.7743796185082579,0.5126051374942879,37,0.6666666666666666,0.5,0
ABMM,2017,0,0,0.0,21.9,0.55,1.6,1.46,0.6618018904622023,4.7,19.41,49.59,0.3139126067302863,0.06155840783205627,1.2430854846013406,2.875809740357726,0.8646371133224333,0.060753279670478125,1.2058062624600039,1.3438319311902809,1.0969528682741214,0.7779494309774347,1.7683227572721385,1.4439284745352894,0.06948990676827616,0.34819607574104794,0.1824900754342135,1.5353937145316987,-0.04152599850073927,-0.16861381741755543,-0.05509653847251854,0.36866716673426436,0.34884427845864907,-0.48807702472916203,0.7548985597237351,0.8896324443350264,-0.627376868696589,-0.29919671622691724,-0.7829323647948617,0.6057976356868279,37,0.3333333333333333,0.5,0
ABMM,2018,0,0,0.0,22.52,8.7,1.46,1.32,0.7051447023752201,5.75,19.78,42.45,0.6853070175438597,0.14964790830198818,1.6499138648238612,1.7325857949963743,0.8842798893533991,0.8539567221083338,1.1304026488511902,1.2569746529420665,1.148233584489099,0.9167694139124526,1.7861556900919544,1.307191156426655,0.1512491825034958,0.7816177549546571,0.24121481569389028,1.0988925461441925,-0.013614384455221668,0.3867585448847213,-0.1667170789253898,0.24125819614855284,0.4107746721174713,-0.3171302079939615,0.7727137558705366,0.6725776259929039,-0.5740243210561252,0.1306803915095646,-0.7166565982604637,0.14866136466338686,38,0.5,0.0,0
ABMM,2019,0,0,0.0,18.12,0.66,1.2,1.07,0.4705734744613173,4.94,16.08,47.26,0.6073489219556635,0.0895285292889378,1.6248049339287765,1.2341703502724883,0.7388474921164211,0.07288424610844457,0.9769880877913356,1.0840683252273136,0.8427423661241309,0.8108601408037217,1.5928004511226317,1.4010931556510045,0.1341525170797112,0.49609861917132203,0.23761197880971943,0.845648226104684,-0.2202681148135855,-0.1601201534630008,-0.3938178158699042,-0.012374172562531306,0.04184083481802313,-0.4475498544878778,0.5795508284342564,0.8216362858052194,-0.5851808613790798,-0.1525037365124885,-0.7207227001306628,-0.11655479626554537,40,0.6,0.2,0
ABMM,2020,0,0,0.0,16.65,-6.22,1.2,1.05,0.41622064599383324,4.7,14.99,52.29,0.37392962644430316,0.06262796309715522,1.4015653669366466,0.9213756559152092,0.6870438269778172,-0.6423854683499176,0.9769880877913356,1.0691259004861848,0.7611640244861257,0.7779494309774347,1.5285410344914472,1.4915956082878719,0.08274786747660377,0.3540069823709654,0.20545110502306863,0.6602726335965856,-0.29387909043192617,-0.6609261380930257,-0.3938178158699042,-0.034292876357061214,-0.05667921686175354,-0.48807702472916203,0.5153553243558977,0.9652985550988523,-0.6187253001259817,-0.29343333184815723,-0.7570189281463341,-0.31069381177141675,37,0.42857142857142855,0.16666666666666666,0
ABMM,2021,0,0,0.0,35.73,18.22,1.65,1.52,0.7918807286565144,6.6,16.97,37.39,0.9206407659731173,0.44771877428266427,1.9388802962543097,0.7687274958092445,1.2453299598195182,1.4498028345692509,1.231631570747374,1.3791404574786548,1.2447869034099568,1.0198176590324037,1.642590910565952,1.199446486606682,0.20257523706663783,1.6779620771831345,0.28244764436959363,0.5617732154942953,0.4994235996907382,0.8039484426352893,-0.016867138972474934,0.42046044276168504,0.5273796162599652,-0.19023371153170285,0.6292917661804275,0.501545313390969,-0.5405311700142128,1.019694308567676,-0.6701219126274618,-0.4138496792702325,38,0.5,0.2,0
ABMM,2022,0,0,0.0,35.96,23.65,1.15,1.06,0.5202446233991653,6.7,19.42,47.35,0.6578081831337982,0.27649359230517784,1.8254270968882391,0.9395178462012694,1.2507694834811247,1.6887565125425363,0.9452924534727668,1.0766192152475107,0.9135051643033543,1.0314290234262502,1.768808697025726,1.4027783741386897,0.1452232834517167,1.246723210091856,0.2663110634472384,0.6716268350179191,0.5071529493913546,0.9712551656229902,-0.44073710346518324,-0.023301102964313074,0.12729923460455217,-0.17593515206559446,0.7553840161606072,0.8243113769783598,-0.5779565607114501,0.5919821616692911,-0.6883333898539993,-0.29880285322628497,34,0.3333333333333333,0.4,0
ABMM,2023,0,0,0.0,26.17,21.14,0.99,0.9,0.30751492902471833,4.88,20.24,48.23,0.7296074711805048,0.2162534691204827,1.9906625986059219,0.8011825446817359,0.9945828923663612,1.5847639918191903,0.8386688431978646,0.9511703598469313,0.5844251013769427,0.8026994843410153,1.807915126554314,1.4191246786854372,0.1609453291147444,1.0463887925866164,0.28978918790765196,0.5831570293260245,0.14312185503078112,0.8984433637498307,-0.5985728414931256,-0.20731918239419866,-0.27012223971468263,-0.4575991155184185,0.794451550350985,0.8502592616746244,-0.5676970374622624,0.3932861016718356,-0.6618363685215379,-0.391454969649162,34,0.25,0.0,0
ACES,2013,0,0,,48.99,12.91,3.98,0.81,0.37637992567554546,139.31,2.06,1.42,54.34782608695652,1.1074708134294016,16.42954849909139,5.282437092503952,1.5231653319905896,1.153531471121497,2.0401814925440838,0.8750677629949589,0.6985156095171494,3.9304856624361477,0.2975530425871196,0.05725708368427678,3.183143371391256,2.554195229320628,1.6191385681041626,2.1107378838069417,0.8942167625311949,0.5965099493090497,1.1800354355153673,-0.3189523548740023,-0.13233808607225753,3.3940444250517445,-0.7144083242663859,-1.3115494349399548,1.4044579697770612,1.8887615269567348,0.8384452636314927,1.2083405545733013,32,0.3333333333333333,0.0,0
ACES,2014,0,0,0.0,47.62,12.26,5.09,1.45,0.9317139380285329,202.92,1.69,0.9,86.95652173913044,1.141067556782794,12.495071142294499,5.780206187291788,1.4974402802602205,1.1115919739481417,2.2796561608672743,1.3378396600045133,1.3854632220588994,4.306392019528228,0.24526091063525216,0.03630155913314704,3.6520999274699477,2.5837317887494082,1.3718623887503127,2.198397175407304,0.8576624733580605,0.5671454302301239,1.5345316011988939,0.35987724010235583,0.6972707651253623,3.856946046106524,-0.7666484463522919,-1.3448139280397513,1.7104786233910254,1.918056533064339,0.5593734744689486,1.300143840761007,34,0.3333333333333333,0.0,0
ACES,2015,0,0,0.0,46.84,12.33,5.98,2.07,1.5121931107706221,264.0,1.67,0.71,113.63636363636363,1.1560620739693215,12.60960910971372,5.382156370367568,1.4825217191735045,1.1161776015223994,2.4379321972865124,1.6593503416149546,1.8311147824403071,4.569454936414317,0.24241427507514957,0.02864027131926678,3.919416513824727,2.5966409003369777,1.3798925081284796,2.1289079784494294,0.8364637833913032,0.5703561208074703,1.7688288169465047,0.831493963564893,1.2354726196663102,4.1808890930078055,-0.7694922506425955,-1.356975344233298,1.8849178020692663,1.9308600724783815,0.5684361338318912,1.2273696200387938,36,0.4,0.0,0
ACES,2016,0,0,0.0,47.06,14.31,7.26,2.4,1.8193392077652306,222.89,1.57,0.14,555.5555555555555,1.1569003167040635,11.379673940318307,4.6971233358837,1.4867499095129857,1.2392242098076527,2.6294483275939773,1.7982042034113817,2.0081986485667294,4.400227475233373,0.22815256290851546,0.0056481195023133195,5.506003866494596,2.597357721340134,1.2905695021771733,1.9971085066603245,0.8424718759684695,0.6565089056549943,2.05233159549057,1.0351755427041416,1.4493322212728965,3.972497655540162,-0.783739778079893,-1.3934727496596533,2.9202557078649782,1.9315710312383603,0.467627672825477,1.08933947620412,37,0.5,0.0,0
ACES,2017,0,0,0.0,47.14,13.15,7.02,2.51,1.9073585601832708,100.67,1.63,0.47,169.49152542372883,1.0249293518772429,8.974422852735577,5.642697903236433,1.4882834414882655,1.1686610950646426,2.5961913576470823,1.8407223538272457,2.0538450129397936,3.605984239699105,0.23671523898924957,0.01896050878608423,4.318998935115036,2.4777454414013294,1.0934860439559377,2.174919810187955,0.8446509647364213,0.6071031647951362,2.0031010509366225,1.0975444527707547,1.504458154047842,2.994444280532868,-0.7751856184550503,-1.3723408576666214,2.145667912395886,1.8129369540432543,0.24520255511352537,1.2755566094610875,37,0.3333333333333333,0.0,0
ACES,2018,0,0,0.0,47.0,13.48,5.02,1.78,1.0333064834678076,114.48,1.72,12.48,5.720823798627002,0.7075651437197548,5.665269708159032,6.109985600172536,1.4855983656956302,1.1891609201412683,2.2660990987738456,1.5205094567555006,1.4777620383893442,3.7343693688585664,0.24952720707923626,0.48433314839825836,1.0584299643535307,2.1147920837698697,0.7607703313189697,2.252601855795991,0.840835577385425,0.6214564008887642,1.5144629794790885,0.6278314200000308,0.8087376566099683,3.152541325943261,-0.7623863931758497,-0.6336151378001293,0.017962403959806007,1.4529518699908235,-0.13029487230029715,1.3569109865545415,38,0.4,0.0,0
ACES,2019,0,0,0.0,47.19,12.57,5.58,1.84,1.6112815594788918,129.7,1.66,13.08,5.382131324004306,0.6882937434562619,4.955822319550642,5.482805402512552,1.4892408217314903,1.1317720778113944,2.369822838779693,1.5507232734459122,1.8915862746301582,3.859067302727436,0.24099023307026776,0.5058479396911428,1.0110893840427069,2.08799188626494,0.6783460147582345,2.1469277222514758,0.8460113644987344,0.5812748090936278,1.6680060175794869,0.6721513821221441,1.3085024755824033,3.3060978557572596,-0.7709148762922622,-0.5994628728563661,-0.012929999912998948,1.4263708475299979,-0.22331758703655244,1.2462412269966756,40,0.4,0.16666666666666666,0
