NO,YEAR,Y_distress,X1_gross_profit,X2_net_profit_margin,X3_current_ratio,X4_quick_ratio,X5_cash_ratio,X6_receivable_turnover,X7_inventory_turnover,X8_leverage_asset,X9_leverage_equity,X10_dscr,X11_asset_coverage,X12_mbv,X13_indep_commissioner,X14_board_diversity,X15_corruption_index,SHARE_CODE,IEQ_equity_to_liability,equity_negative,equity_negative_2yr,X1_gross_profit_frac,X2_net_profit_margin_frac,X8_leverage_asset_frac,X9_leverage_equity_frac,flag_extreme_X1_gross_profit,flag_extreme_X2_net_profit_margin,flag_extreme_X3_current_ratio,flag_extreme_X4_quick_ratio,flag_extreme_X5_cash_ratio,flag_extreme_X6_receivable_turnover,flag_extreme_X7_inventory_turnover,flag_extreme_X8_leverage_asset,flag_extreme_IEQ_equity_to_liability,flag_extreme_X10_dscr,flag_extreme_X11_asset_coverage,flag_extreme_X12_mbv,n_extreme_flags
3580,2020,0,16.8,3.19,1.98,1.69,1.1165412445730825,10.42,12.12,26.95763700028223,36.90685226104527,0.2781463672853485,9.056912194518226,1.3170827874194924,0.3333333333333333,0.5,37,ITMG,2.7095239467373586,0,0.0,0.168,0.0319,0.2695763700028223,0.36906852261045275,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,2021,0,44.13,22.89,2.71,2.54,1.8944023600178757,14.89,18.92,27.887956049522305,38.67309054320262,1.6965423762664817,13.023164593694027,1.344816126452559,0.5,0.0,38,ITMG,2.585777309115951,0,0.0,0.4413,0.2289,0.27887956049522306,0.3867309054320262,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,2022,0,52.1,32.98,3.26,3.09,2.44244407142601,14.96,21.97,26.130710175870785,35.374253953278505,2.3112513542567994,19.701622492424534,1.4526013293430018,0.3333333333333333,0.0,34,ITMG,2.8269147423455965,0,0.0,0.521,0.3298,0.26130710175870786,0.35374253953278506,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,2023,0,31.27,21.04,4.35,4.02,2.892565606584787,9.53,16.82,18.25113913358658,22.32586355351292,1.4708787134265489,18.025120653384484,1.0525885378438025,0.3333333333333333,0.0,34,ITMG,4.47911005817579,0,0.0,0.3127,0.2104,0.1825113913358658,0.2232586355351292,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,2013,0,36.98,22.55,0.82,0.67,0.541823699803124,18.5,7.71,32.08,57.36,0.20611238747280644,3.1641944734925316,1.144500184081902,0.6666666666666666,0.3333333333333333,32,JAWA,1.7433751743375174,0,,0.36979999999999996,0.2255,0.3208,0.5736,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,2014,0,33.96,10.8,0.65,0.43,0.21711759082385013,18.49,5.71,42.12,87.89,0.11896502918928759,2.2889668958476204,1.1255588851914884,0.4,0.0,34,JAWA,1.1377858686995108,0,0.0,0.3396,0.10800000000000001,0.42119999999999996,0.8789,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,2015,0,28.38,6.8,0.53,0.41,0.16175614516502182,17.27,7.87,48.35,112.55,0.08643818623010918,2.0129411818910583,1.0844996712332966,0.3333333333333333,0.0,36,JAWA,0.8884940026654821,0,0.0,0.2838,0.068,0.48350000000000004,1.1255,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,2016,0,22.32,-1.78,0.47,0.35,0.048733289226697486,10.74,9.69,53.76,140.38,0.042011757910556884,1.7929740763757946,0.6437743580163834,0.5,0.25,37,JAWA,0.7123521869212138,0,0.0,0.2232,-0.0178,0.5376,1.4038,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,2017,0,11.79,-38.15,0.29,0.22,0.009270769205504573,7.29,9.95,55.54,174.03,-0.0029093957562241245,1.6585718258167994,0.4564183181189717,0.3333333333333333,0.0,37,JAWA,0.5746135723725795,0,0.0,0.11789999999999999,-0.3815,0.5554,1.7403,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,2018,0,11.07,-37.57,0.17,0.11,0.0053265938734576995,5.99,8.04,46.4,180.83,0.0005740337602148357,1.7108178087277872,0.8920061526907952,0.4,0.0,38,JAWA,0.5530055853564121,0,0.0,0.1107,-0.3757,0.46399999999999997,1.8083,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,2019,0,2.07,-40.26,0.9,0.6,0.035476523958848545,5.62,8.16,66.93,341.85,-0.01948693172569948,1.2798216555952948,0.7561126022636674,0.8,0.25,40,JAWA,0.292525961679099,0,0.0,0.0207,-0.40259999999999996,0.6693000000000001,3.4185000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,2020,0,2.63,-39.08,0.39,0.18,0.013953599133433518,7.52,6.97,73.89,661.0,-0.01575066612932439,1.146811313617007,0.8885657789982288,0.3333333333333333,0.0,37,JAWA,0.151285930408472,0,0.0,0.0263,-0.3908,0.7389,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,2021,0,-5.23,-66.68,0.32,0.17,0.01624456163486959,18.55,5.57,74.14,1061.4,-0.02575437892875127,1.0892662993923885,1.5083891685514366,0.16666666666666666,0.0,38,JAWA,0.09421518748822309,0,0.0,-0.052300000000000006,-0.6668000000000001,0.7414000000000001,10.614,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,2022,0,9.75,-21.14,0.38,0.12,0.02192820270111912,34.26,6.54,68.9,1099.79,0.007599634120650545,1.0809114382418015,4.566761334743748,0.3333333333333333,0.2,34,JAWA,0.09092644959492267,0,0.0,0.0975,-0.2114,0.6890000000000001,10.9979,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,2023,0,2.81,-31.07,0.4,0.11,0.0030234654506320884,37.71,5.49,62.29,1888.46,-0.008223719635571853,1.042055272574038,3.3473452706568123,0.3333333333333333,0.25,34,JAWA,0.0529531999618737,0,0.0,0.0281,-0.3107,0.6229,18.8846,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,2013,0,12.93,2.33,0.98,0.53,0.013405984650384778,4.06,3.24,58.69,492.77,0.11646903402842561,4.730858524486538,2.918319085048319,0.3333333333333333,0.16666666666666666,32,JECC,0.20293443188505794,0,,0.1293,0.0233,0.5869,4.9277,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,2014,0,11.28,1.6,1.03,0.58,0.005725567964638738,3.02,3.09,51.97,322.25,0.10233230747822297,4.80750417718773,2.0735892622110814,0.42857142857142855,0.0,34,JECC,0.3103180760279286,0,0.0,0.1128,0.016,0.5196999999999999,3.2225,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,2015,0,11.1,0.15,1.05,0.66,0.08202285940175201,3.53,4.08,48.42,178.86,0.1134854570674824,4.423414653663293,0.5550415390754777,0.5,0.0,36,JECC,0.5590965000559096,0,0.0,0.111,0.0015,0.4842,1.7886000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2016,0,17.11,6.5,1.14,0.75,0.16207111315593795,4.09,4.62,40.21,135.71,0.21356529935903126,4.7830611180395,1.1251474794712781,0.3333333333333333,0.14285714285714285,37,JECC,0.7368653746960431,0,0.0,0.1711,0.065,0.4021,1.3571,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,2017,0,13.98,3.82,1.06,0.6,0.05018835763474821,4.13,3.93,41.47,146.08,0.12288442035990585,4.412536574037273,1.2983010740971357,0.42857142857142855,0.0,37,JECC,0.6845564074479736,0,0.0,0.1398,0.0382,0.4147,1.4608,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,2018,0,10.53,2.76,1.12,0.65,0.07754639426227358,5.85,4.88,43.2,128.25,0.15167762390724998,8.053241117872455,1.4199871214562614,0.0,0.3333333333333333,38,JECC,0.7797270955165693,0,0.0,0.10529999999999999,0.0276,0.43200000000000005,1.2825,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,2019,0,11.98,3.5,1.25,0.75,0.030762492738029498,5.01,4.59,37.93,94.74,0.1883770132072954,8.245567934257581,1.234784851806079,0.3333333333333333,0.0,40,JECC,1.055520371543171,0,0.0,0.1198,0.035,0.37929999999999997,0.9473999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,2020,0,9.16,0.76,1.36,0.84,0.09318580596746306,3.05,3.29,23.04,47.45,0.06798236625007813,8.74356199512396,1.151919801306024,0.2777777777777778,0.0,37,JECC,2.107481559536354,0,0.0,0.0916,0.0076,0.2304,0.47450000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,2021,0,1.88,-2.74,1.18,0.58,0.04924769188551205,3.85,3.6,34.48,86.02,-0.04878880456567246,11.842226261944527,1.3138677054404606,0.0,0.0,38,JECC,1.162520344106022,0,0.0,0.018799999999999997,-0.0274,0.3448,0.8602,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,2022,0,7.96,2.05,1.16,0.75,0.10679302965252715,4.29,4.48,40.34,118.61,0.07815676893899587,13.419440216312315,0.9982612808785161,0.3333333333333333,0.0,34,JECC,0.8430992327796982,0,0.0,0.0796,0.020499999999999997,0.40340000000000004,1.1861,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,2023,0,9.48,2.09,1.22,0.89,0.12125928721958673,3.42,5.57,34.24,93.38,0.11118188394610741,13.077826740346486,0.4634128512255518,0.3333333333333333,0.2,34,JECC,1.0708931248661384,0,0.0,0.09480000000000001,0.0209,0.34240000000000004,0.9338,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,2013,0,13.39,4.56,1.6,1.43,0.43501522327634395,3.76,15.37,17.58,37.16,0.1733657121420976,19.788845571182627,5.549614045659427,0.5,0.0,32,JKON,2.691065662002153,0,,0.13390000000000002,0.045599999999999995,0.17579999999999998,0.3716,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,2014,0,13.97,4.69,1.56,1.41,0.25114412834144895,3.17,14.31,18.89,41.13,0.1600450253335109,9.159774850255435,7.854040874453248,0.5,0.5,34,JKON,2.4313153415998054,0,0.0,0.13970000000000002,0.046900000000000004,0.1889,0.4113,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,2015,0,16.48,5.08,1.65,1.49,0.3776716016991752,3.15,15.25,15.13,29.65,0.20735815013953923,7.363070412060236,7.047454615224204,0.5,0.25,36,JKON,3.3726812816188874,0,0.0,0.1648,0.0508,0.15130000000000002,0.2965,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,2016,0,19.51,7.13,1.69,1.53,0.5201765137582721,3.5,15.67,11.25,20.49,0.2257928320739097,7.62567394962295,4.594468530665296,0.5,0.4,37,JKON,4.8804294777940465,0,0.0,0.19510000000000002,0.0713,0.1125,0.20489999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,2017,0,16.69,6.89,1.7,1.5,0.3266304972245232,3.36,14.35,11.6,20.29,0.1649787730647373,7.273396077359434,3.665898940854257,0.375,0.2,37,JKON,4.928536224741252,0,0.0,0.16690000000000002,0.0689,0.11599999999999999,0.2029,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,2018,0,16.77,5.2,1.3,1.1,0.08500109622533601,3.31,12.99,19.57,36.4,0.15402273868729308,9.962961328540123,2.298667894501942,0.3333333333333333,0.0,38,JKON,2.7472527472527473,0,0.0,0.1677,0.052000000000000005,0.1957,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,2019,0,14.98,3.7,1.36,1.24,0.22493442691051224,3.15,15.08,18.07,33.02,0.13755061874118607,11.44910952921115,3.0171773329561424,0.6666666666666666,0.2,40,JKON,3.028467595396729,0,0.0,0.14980000000000002,0.037000000000000005,0.1807,0.33020000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2020,0,16.36,1.72,1.58,1.4,0.364692672270978,1.95,9.43,19.27,32.79,0.06797390904473949,11.56076099820906,2.4313246410496,0.2777777777777778,0.0,37,JKON,3.0497102775236353,0,0.0,0.1636,0.0172,0.19269999999999998,0.32789999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,2021,0,13.4,-1.07,2.14,1.9,0.6026686696148615,2.67,10.59,4.12,6.45,0.06866812153376929,8.418333413383452,0.7629578170823917,0.6666666666666666,0.2,38,JKON,15.503875968992247,0,0.0,0.134,-0.010700000000000001,0.0412,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,2022,0,13.46,4.52,1.95,1.72,0.40122513705452606,3.29,14.19,3.93,5.92,0.14787810526609704,13.94464189474568,0.6780894471235807,0.5,0.0,34,JKON,16.89189189189189,0,0.0,0.1346,0.0452,0.0393,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,2023,0,15.5,5.32,1.95,1.66,0.4385593809164776,3.31,12.57,5.44,7.82,0.20321731841090573,21.73032803536251,0.4751693556170936,0.5,0.3333333333333333,34,JKON,12.78772378516624,0,0.0,0.155,0.053200000000000004,0.054400000000000004,0.0782,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,2013,0,16.8,2.99,2.06,0.86,0.4035830414261365,19.41,3.83,51.03,145.14,0.17580441521662535,1.9876478631744765,2.4795591016357363,0.3333333333333333,0.2,32,JPFA,0.6889899407468651,0,,0.168,0.029900000000000003,0.5103,1.4513999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,2014,0,13.84,1.6,1.77,0.58,0.158599053625707,19.09,3.82,45.94,139.79,0.12314699093919569,1.914634663178271,1.9552869536802944,0.375,0.0,34,JPFA,0.7153587524143359,0,0.0,0.1384,0.016,0.4594,1.3979,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,2015,0,15.81,2.1,1.79,0.58,0.17047380092551942,19.5,3.44,39.79,111.76,0.16593497749365735,2.072420654423721,1.1079825378840702,0.5,0.16666666666666666,36,JPFA,0.8947745168217608,0,0.0,0.15810000000000002,0.021,0.3979,1.1176000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,2016,0,20.1,8.02,2.07,0.87,0.5222917892947578,21.22,3.41,23.94,52.24,0.3223693544692747,2.781430186473832,1.98495907357518,0.3333333333333333,0.25,37,JPFA,1.9142419601837672,0,0.0,0.201,0.0802,0.2394,0.5224,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,2017,0,16.81,3.52,2.35,0.81,0.3442830066839426,20.25,3.64,30.42,70.08,0.20241782524075222,2.3269324686099657,1.712492644111549,0.3333333333333333,0.4,37,JPFA,1.4269406392694064,0,0.0,0.1681,0.0352,0.3042,0.7008,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,2018,0,21.57,5.76,1.73,0.54,0.1510633757291254,18.41,3.46,27.26,62.86,0.2601173913952517,2.689487092047481,2.341899787830343,0.4,0.0,38,JPFA,1.5908367801463568,0,0.0,0.2157,0.0576,0.2726,0.6286,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,2019,0,20.05,4.61,1.66,0.49,0.1298692139637027,16.61,3.43,34.51,77.31,0.21338414774868053,2.696606576923993,1.5130347447257728,0.3333333333333333,0.25,40,JPFA,1.2934937265554263,0,0.0,0.2005,0.0461,0.34509999999999996,0.7731,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,2020,0,19.86,3.31,1.96,0.63,0.22262823962465372,16.98,3.49,29.94,68.09,0.17197882500366235,2.337531825359515,1.5053871215460608,0.3333333333333333,0.6666666666666666,37,JPFA,1.46864444118079,0,0.0,0.1986,0.0331,0.2994,0.6809000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,2021,0,17.53,4.75,2.0,0.54,0.15390790646765662,20.35,4.06,32.09,70.01,0.22486557388396652,2.555627714365091,1.5393540226197482,0.4,0.0,38,JPFA,1.42836737608913,0,0.0,0.1753,0.0475,0.3209,0.7001000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,2022,0,15.48,3.04,1.81,0.48,0.19272324710702007,19.89,3.65,39.36,94.23,0.14965478766407633,2.418874192485819,1.1121320315447114,0.3333333333333333,0.0,34,JPFA,1.0612331529236974,0,0.0,0.1548,0.0304,0.3936,0.9423,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,2023,0,14.45,1.85,1.61,0.41,0.14089304236534755,20.14,3.48,37.66,90.67,0.11645158445005543,2.530241062016987,0.9767171365248152,0.3333333333333333,0.3333333333333333,34,JPFA,1.1029006286533583,0,0.0,0.1445,0.018500000000000003,0.3766,0.9067000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,2013,0,61.68,41.52,0.7,0.26,0.21047826511669657,70.51,0.4,0.17,0.4,0.16685514344379543,7.456801727289474,4.098898958456882,0.3333333333333333,0.16666666666666666,32,JRPT,250.0,0,,0.6168,0.4152,0.0017000000000000001,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,2014,0,56.78,37.58,0.76,0.21,0.138627934019777,51.97,0.55,0.65,1.36,0.22894890672175872,8.478141023324975,4.457129916879127,0.4,0.5,34,JRPT,73.52941176470588,0,0.0,0.5678,0.37579999999999997,0.006500000000000001,0.013600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,2015,0,61.25,40.45,0.98,0.24,0.1644777852948736,36.8,0.43,1.11,2.03,0.27739556767227713,9.947349667230519,2.4737793635467216,0.5,0.5,36,JRPT,49.26108374384237,0,0.0,0.6125,0.4045,0.0111,0.0203,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,2016,0,62.65,42.75,0.97,0.21,0.14571774759539477,36.07,0.39,0.97,1.68,0.3110308442975569,11.51961189690242,2.4521548773059476,0.3333333333333333,0.0,37,JRPT,59.523809523809526,0,0.0,0.6265,0.4275,0.0097,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,2017,0,64.02,46.45,1.11,0.3,0.2378057078141464,32.64,0.35,0.31,0.49,0.358483378158856,15.849344185733633,2.070611436362635,0.42857142857142855,0.09090909090909091,37,JRPT,204.08163265306123,0,0.0,0.6402,0.4645,0.0031,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,2018,0,61.21,45.04,1.13,0.34,0.2789835759848273,26.61,0.34,0.25,0.39,0.29029755085240555,19.195352012339836,1.5201658356395142,0.3333333333333333,0.4,38,JRPT,256.4102564102564,0,0.0,0.6121,0.45039999999999997,0.0025,0.0039000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,2019,0,60.1,42.8,1.15,0.3,0.2422271385768049,25.17,0.35,0.19,0.29,0.2852009914114223,20.65253661938953,1.1144886622890067,0.3333333333333333,0.4,40,JRPT,344.82758620689657,0,0.0,0.601,0.428,0.0019,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,2020,0,55.83,46.38,1.24,0.36,0.3133642781637708,34.4,0.34,0.16,0.24,0.24149545978384324,22.776818662604963,1.0424106182482287,0.8,0.0,37,JRPT,416.6666666666667,0,0.0,0.5583,0.46380000000000005,0.0016,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,2021,0,54.82,36.18,1.03,0.21,0.16906939287106504,70.56,0.35,0.14,0.2,0.23315174338736996,27.20570701433915,0.8778155337365006,0.3333333333333333,0.25,38,JRPT,500.0,0,0.0,0.5482,0.3618,0.0014000000000000002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,2022,0,59.96,38.95,1.01,0.22,0.1854255438605443,77.71,0.34,0.1,0.15,0.2663825330952449,38.5953028393197,0.7964508368513588,0.3333333333333333,0.125,34,JRPT,666.6666666666666,0,0.0,0.5996,0.3895,0.001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,2023,0,60.85,40.91,0.87,0.13,0.09180173462745622,94.7,0.36,0.01,0.01,0.2814256412822999,39.56058414181294,1.038202059428086,0.375,0.08333333333333333,34,JRPT,10000.0,0,0.0,0.6085,0.40909999999999996,0.0001,0.0001,0,0,0,0,0,0,0,1,1,0,0,0,2
3731,2013,0,37.16,9.04,0.78,0.0,0.722741362284503,90.31,113.60077632768913,49.4,131.29,0.11583249220440323,1.835985961663386,3.043203753118393,0.6,0.2,32,JSMR,0.7616726331022926,0,,0.3716,0.0904,0.494,1.3129,0,0,0,1,0,0,0,0,0,0,0,0,1
3730,2014,0,51.09,13.25,0.82,0.0,0.764662844288691,80.93,47.14578162485856,50.86,146.84,0.13341356397333476,1.6682815885463662,4.344746219473103,0.4,0.16666666666666666,34,JSMR,0.6810133478616182,0,0.0,0.5109,0.1325,0.5085999999999999,1.4684,0,0,0,1,0,0,0,0,0,0,0,0,1
3729,2015,0,42.5,13.4,0.48,0.48,0.43004491950413937,92.07,45.946357443835176,50.65,150.38,0.13557377055731293,1.7445382292368528,2.872580395227612,0.5,0.0,36,JSMR,0.6649820454847719,0,0.0,0.425,0.134,0.5065,1.5038,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,2016,0,29.16,10.82,0.7,0.69,0.22186091116967127,3.95,35.618836061629,51.2,167.65,0.10663084818723444,1.8815369018164887,1.9189858925838617,0.5,0.0,37,JSMR,0.5964807634953773,0,0.0,0.2916,0.1082,0.512,1.6765,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,2017,0,15.14,5.97,0.76,0.75,0.2812381776334779,3.54,127.57037190896048,43.51,187.67,0.06325441967785261,1.5123270040838532,2.530054124303134,0.2,0.0,37,JSMR,0.5328502158043374,0,0.0,0.1514,0.059699999999999996,0.4351,1.8766999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,2018,0,16.03,5.51,0.37,0.37,0.19583298411674477,4.42,272.1683819359588,42.08,171.72,0.06857679359759448,1.6486896663927153,1.5378833433693142,0.3125,0.16666666666666666,38,JSMR,0.5823433496389471,0,0.0,0.1603,0.055099999999999996,0.4208,1.7172,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,2019,0,24.51,7.87,0.28,0.28,0.11398570697780162,4.6,222.9682541025923,44.78,192.54,0.05681404408117449,1.6630669249337726,1.6199391660485065,0.3333333333333333,0.0,40,JSMR,0.5193725979017347,0,0.0,0.2451,0.0787,0.44780000000000003,1.9254,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,2020,0,40.82,-0.3,0.72,0.71,0.36309609813642685,2.56,143.7007392649295,63.09,265.05,0.05103803278008074,1.3848200214642699,1.3563313627532556,0.5,0.0,37,JSMR,0.3772873042822109,0,0.0,0.4082,-0.003,0.6309,2.6505,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,2021,0,46.34,5.74,0.86,0.85,0.6298333450274554,4.7,96.49903625341128,62.67,248.8,0.06385062011825873,1.4001431176563464,1.1071674592255036,0.4,0.6666666666666666,38,JSMR,0.40192926045016075,0,0.0,0.46340000000000003,0.0574,0.6267,2.488,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,2022,0,49.16,14.01,1.02,1.01,0.8913065713315372,10.18,107.38448437752955,58.06,206.53,0.07638195321994438,1.4800277771506614,0.8441562702162635,0.3333333333333333,0.0,34,JSMR,0.4841911586694427,0,0.0,0.4916,0.1401,0.5806,2.0653,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,2023,0,45.71,31.66,0.35,0.34,0.2541389323585305,17.11,92.34189963008845,54.37,180.68,0.07699316055702747,1.5757831429061009,0.9083715561013452,0.5,0.0,34,JSMR,0.5534646889528448,0,0.0,0.4571,0.3166,0.5437,1.8068,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,2013,0,64.6,16.41,1.49,1.27,1.049160590111849,7.14,1.94,20.08,33.82,0.20874446820696355,6.365226182260282,0.8541529978845235,0.25,0.0,32,JSPT,2.9568302779420463,0,,0.6459999999999999,0.1641,0.20079999999999998,0.3382,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,2014,0,64.6,23.74,2.38,2.06,1.7759851679843064,9.33,2.25,18.64,28.89,0.2980321813010209,4.558757995840478,0.7535706256882827,0.3333333333333333,0.14285714285714285,34,JSPT,3.4614053305642094,0,0.0,0.6459999999999999,0.23739999999999997,0.1864,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,2015,0,69.06,18.57,2.82,2.24,1.875872421169396,8.57,1.38,17.56,26.1,0.23883067310281378,4.729983672666157,0.8776022822471473,0.6,0.4,36,JSPT,3.8314176245210727,0,0.0,0.6906,0.1857,0.17559999999999998,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,2016,0,69.75,15.71,2.17,1.61,1.3181832675169574,8.33,1.0,14.81,21.73,0.18856239889718426,5.214733301435029,2.239073605162873,0.3333333333333333,0.0,37,JSPT,4.601932811780948,0,0.0,0.6975,0.15710000000000002,0.1481,0.2173,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,2017,0,69.3,15.97,1.69,1.14,0.9370250486318868,10.9,1.0,15.69,23.22,0.18742914347331488,5.00861829620471,2.0820044354424256,0.3333333333333333,0.0,37,JSPT,4.306632213608958,0,0.0,0.693,0.1597,0.15689999999999998,0.2322,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,2018,0,74.06,30.4,2.01,1.36,1.0744615152738268,14.76,1.0,21.02,32.79,0.3000148551412008,3.891421985401245,0.6948728258524324,0.3333333333333333,0.16666666666666666,38,JSPT,3.0497102775236353,0,0.0,0.7406,0.304,0.2102,0.32789999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,2019,0,67.96,11.08,1.75,1.1,0.8669815447272476,10.87,0.84,25.47,43.1,0.0780046935071151,3.2549952037867613,0.7180193559823077,0.3333333333333333,0.0,40,JSPT,2.320185614849188,0,0.0,0.6796,0.1108,0.2547,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,2020,0,59.9,-39.96,1.74,0.98,0.8105832303095977,5.94,0.45,33.43,63.74,-0.05875160567039891,2.4751428606466983,0.6501234370997119,0.4,0.15384615384615385,37,JSPT,1.5688735487919674,0,0.0,0.599,-0.3996,0.3343,0.6374,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,2021,0,60.12,-60.31,1.67,1.0,0.8599641184837182,7.14,0.43,39.5,82.87,-0.07490374177654134,2.217039416308795,0.6463209696298245,0.5,0.0,38,JSPT,1.2067093037287318,0,0.0,0.6012,-0.6031,0.395,0.8287,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,2022,0,67.21,-3.79,2.12,1.56,1.3875379238188021,16.18,0.95,44.77,100.82,0.06871185443778213,2.040640490794953,0.721051183626519,0.5,0.2,34,JSPT,0.9918666931164452,0,0.0,0.6720999999999999,-0.0379,0.44770000000000004,1.0082,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,2023,0,67.95,13.22,2.01,1.58,1.4281570547535838,17.33,1.37,47.2,112.25,0.11859372874134867,1.9678448678842866,1.1383593302312307,0.4,0.0,34,JSPT,0.8908685968819599,0,0.0,0.6795,0.1322,0.47200000000000003,1.1225,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,2013,0,23.49,6.83,1.3,0.92,0.4635722501025438,9.82,5.73,11.62,27.61,0.26824259548668855,4.990783589537558,2.2303752777445625,0.4,0.0,32,JTPE,3.621876131836291,0,,0.2349,0.0683,0.1162,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,2014,0,17.81,6.46,1.38,0.86,0.3335980698573389,14.72,5.4,18.19,42.1,0.21330276627961567,4.60593925662718,2.349747090169159,0.3333333333333333,0.25,34,JTPE,2.375296912114014,0,0.0,0.17809999999999998,0.0646,0.1819,0.42100000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,2015,0,20.1,6.63,1.13,0.58,0.08797237827587213,11.04,3.89,25.68,64.92,0.21470522346610485,5.686955217589053,1.1329105325445403,0.5,0.14285714285714285,36,JTPE,1.5403573629081948,0,0.0,0.201,0.0663,0.2568,0.6492,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,2016,0,20.76,7.13,1.11,0.66,0.2893297621844077,9.04,3.93,26.68,50.71,0.2548180498478491,9.991642229456788,0.9529692402780677,0.5714285714285714,0.3333333333333333,37,JTPE,1.9719976336028398,0,0.0,0.2076,0.0713,0.2668,0.5071,0,0,0,0,0,0,0,0,0,0,0,0,0
