NO,YEAR,Y_distress,X1_gross_profit,X2_net_profit_margin,X3_current_ratio,X4_quick_ratio,X5_cash_ratio,X6_receivable_turnover,X7_inventory_turnover,X8_leverage_asset,X9_leverage_equity,X10_dscr,X11_asset_coverage,X12_mbv,X13_indep_commissioner,X14_board_diversity,X15_corruption_index,SHARE_CODE,IEQ_equity_to_liability,equity_negative,equity_negative_2yr,X1_gross_profit_frac,X2_net_profit_margin_frac,X8_leverage_asset_frac,X9_leverage_equity_frac,flag_extreme_X1_gross_profit,flag_extreme_X2_net_profit_margin,flag_extreme_X3_current_ratio,flag_extreme_X4_quick_ratio,flag_extreme_X5_cash_ratio,flag_extreme_X6_receivable_turnover,flag_extreme_X7_inventory_turnover,flag_extreme_X8_leverage_asset,flag_extreme_IEQ_equity_to_liability,flag_extreme_X10_dscr,flag_extreme_X11_asset_coverage,flag_extreme_X12_mbv,n_extreme_flags
1684,2020,0,16.2,-2.42,3.35,1.73,0.8761363018397563,5.49,2.09,1.7,2.23,0.05747421825273079,12.920711411038821,1.8477023230507887,0.3333333333333333,0.0,37,CTBN,44.84304932735426,0,0.0,0.162,-0.0242,0.017,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,2021,0,11.13,-17.08,2.17,0.72,0.22491333281513626,5.71,1.78,1.1,1.68,-0.21259976719108448,12.010551812071323,1.5058771304156493,0.3333333333333333,0.0,38,CTBN,59.523809523809526,0,0.0,0.11130000000000001,-0.17079999999999998,0.011000000000000001,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,2022,0,6.38,-5.14,1.96,0.6,0.25616854190699107,8.46,2.08,0.66,1.06,-0.11773738521297199,12.640312781379592,0.9843653065985956,0.4,0.0,34,CTBN,94.33962264150944,0,0.0,0.0638,-0.051399999999999994,0.0066,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,2023,0,20.61,8.96,2.09,0.49,0.1247079021162873,12.11,2.1,0.31,0.51,0.3716852048209354,14.620547637606231,0.7283229281977908,0.3333333333333333,0.5,34,CTBN,196.078431372549,0,0.0,0.2061,0.08960000000000001,0.0031,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,2013,0,50.16,27.84,1.36,0.67,0.4874018869164616,7.41,0.62,13.56,27.94,0.2257426704585293,4.0326228707354375,1.164747980381789,0.5,0.25,32,CTRA,3.579098067287043,0,,0.5015999999999999,0.2784,0.1356,0.27940000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,2014,0,52.52,28.3,1.43,0.6,0.3715550622593569,6.93,0.53,17.08,34.51,0.2890649183585306,3.834748722229638,1.626893040929421,0.3333333333333333,0.4,34,CTRA,2.8977108084613157,0,0.0,0.5252,0.28300000000000003,0.17079999999999998,0.34509999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,2015,0,49.62,23.15,1.5,0.63,0.37869996524638566,6.28,0.56,20.1,40.44,0.3013425506108088,3.5121013863099915,1.715125183408005,0.3333333333333333,0.16666666666666666,36,CTRA,2.472799208704253,0,0.0,0.4962,0.23149999999999998,0.201,0.4044,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,2016,0,50.36,17.37,1.87,0.79,0.47437260670295517,4.46,0.45,22.91,46.59,0.2532011843999297,2.9157701326722476,1.4402621987579038,0.3333333333333333,0.3333333333333333,37,CTRA,2.1463833440652498,0,0.0,0.5036,0.17370000000000002,0.2291,0.46590000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,2017,0,47.91,15.72,1.94,0.73,0.4127836319930237,3.68,0.39,23.9,48.99,0.2060411661858398,2.8352130296976092,1.414350424608148,0.0,0.3333333333333333,37,CTRA,2.0412329046744233,0,0.0,0.47909999999999997,0.1572,0.239,0.4899,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,2018,0,49.03,16.92,2.02,0.8,0.4056488664005034,3.53,0.41,24.66,50.8,0.2688705706916321,2.724813671605648,1.1262674586127988,0.5,0.0,38,CTRA,1.968503937007874,0,0.0,0.4903,0.16920000000000002,0.2466,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,2019,0,49.84,16.87,2.17,0.9,0.5064023767641502,2.92,0.37,25.35,51.66,0.2613711657823585,2.7645518717053554,1.0867686643926933,0.4,0.0,40,CTRA,1.9357336430507164,0,0.0,0.4984,0.16870000000000002,0.2535,0.5166,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,2020,0,51.07,16.98,1.78,0.72,0.4544317223935678,3.19,0.34,25.54,57.42,0.2280984208160722,2.7134970743243807,1.047221510745393,0.5,0.5,37,CTRA,1.7415534656913967,0,0.0,0.5107,0.1698,0.2554,0.5742,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,2021,0,49.74,21.46,2.0,0.94,0.6532283170100448,3.95,0.41,23.5,49.27,0.30717575564094085,2.880952364788161,0.9282928442507828,0.3333333333333333,0.2,38,CTRA,2.029632636492795,0,0.0,0.4974,0.2146,0.235,0.4927,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,2022,0,50.05,21.94,2.2,1.12,0.8372719049809895,3.89,0.39,21.21,42.43,0.2833393946195207,3.0585419342502553,0.8302042972867385,0.5,0.1,34,CTRA,2.356823002592505,0,0.0,0.5005,0.2194,0.2121,0.4243,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,2023,0,49.31,20.65,2.42,1.28,0.9977323198118921,4.46,0.39,18.34,35.76,0.27777072967445166,3.082328717914593,0.9585430132404755,0.3333333333333333,0.5,34,CTRA,2.796420581655481,0,0.0,0.49310000000000004,0.2065,0.1834,0.3576,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,2013,0,35.64,0.2,1.08,0.34,0.06074674344309416,5.36,1.09,33.92,139.97,0.1252718971493884,3.4068250596036567,0.9941678423982475,0.3333333333333333,0.0,32,CTTH,0.7144388083160678,0,,0.3564,0.002,0.3392,1.3997,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,2014,0,32.43,0.49,1.09,0.29,0.04082845591034912,3.6,0.77,34.78,152.34,0.0032676372398643583,3.8512525022847988,0.9888116221850161,0.6666666666666666,0.0,34,CTTH,0.6564264145989234,0,0.0,0.3243,0.0049,0.3478,1.5234,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,2015,0,33.47,0.88,1.88,0.52,0.018269831448020253,3.12,0.68,25.91,54.3,0.032790314464901806,2.9722271893242436,0.23851190487809235,0.3333333333333333,0.0,36,CTTH,1.841620626151013,0,0.0,0.3347,0.0088,0.2591,0.5429999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,2016,0,36.53,7.56,1.89,0.57,0.03808139013004831,3.19,0.76,24.05,47.04,0.08838269524078984,3.4988885345557112,0.3126391491507097,0.5,0.3333333333333333,37,CTTH,2.1258503401360547,0,0.0,0.3653,0.0756,0.24050000000000002,0.4704,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,2017,0,38.31,2.02,1.89,0.63,0.01619195496365683,2.12,0.56,35.35,77.02,0.061502988752065564,3.034217434969651,0.3791176561146419,0.5,0.3333333333333333,37,CTTH,1.2983640612827838,0,0.0,0.3831,0.0202,0.35350000000000004,0.7702,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,2018,0,35.36,1.63,1.85,0.69,0.02216872759514731,2.06,0.65,38.83,87.74,0.079299176848077,2.951771624029649,0.45187583253224667,0.5,0.5,38,CTTH,1.1397310234784592,0,0.0,0.35359999999999997,0.0163,0.3883,0.8774,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,2019,0,27.41,-16.84,1.7,0.58,0.017901120759211384,1.12,0.38,39.87,99.57,-0.01947154214417579,2.708982720094929,0.2898781222605046,0.8,0.25,40,CTTH,1.0043185698503567,0,0.0,0.2741,-0.1684,0.3987,0.9956999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,2020,0,19.58,-40.31,1.4,0.38,0.014810347747160807,0.99,0.27,44.71,135.03,-0.04203638961914594,2.3651397990832685,0.2947758156514163,0.4,0.3333333333333333,37,CTTH,0.7405761682589054,0,0.0,0.19579999999999997,-0.4031,0.4471,1.3503,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,2021,0,28.01,-23.39,1.3,0.33,0.007239846872937473,1.16,0.22,44.93,151.55,-0.009557880300604716,2.2391268829784936,0.3008634400761168,0.2857142857142857,0.0,38,CTTH,0.6598482349059716,0,0.0,0.2801,-0.2339,0.4493,1.5155,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,2022,0,24.31,-28.82,1.19,0.34,0.003853881113133921,1.35,0.28,45.18,186.21,-0.003382687331765708,1.9856876870328357,0.3561352562174144,0.3333333333333333,0.125,34,CTTH,0.5370280865689275,0,0.0,0.24309999999999998,-0.2882,0.4518,1.8621,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,2023,0,35.04,-9.9,2.72,0.74,0.02390141024046044,1.11,0.21,25.91,92.16,0.011246274933023824,1.5534836641907914,0.0699058735172261,0.3333333333333333,0.6,34,CTTH,1.0850694444444444,0,0.0,0.3504,-0.099,0.2591,0.9216,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,2013,0,49.29,21.8,2.0149913762085983,2.002162932510276,0.13490071768147568,128.08724593615216,1.46943641865386,29.7,48.39,0.1765972875822138,3.1889511288605554,0.4776470430724836,0.5,0.1111111111111111,32,DART,2.0665426741062203,0,,0.4929,0.218,0.297,0.4839,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,2014,0,52.39,31.68,1.8594246517779824,1.85038212482033,0.17574007625250182,297.03616735699194,2.5067608203373295,28.06,44.2,0.3028533829243213,3.339348457778404,0.6579176862261061,0.3333333333333333,0.0,34,DART,2.262443438914027,0,0.0,0.5239,0.31679999999999997,0.28059999999999996,0.442,0,0,0,0,0,1,0,0,0,0,0,0,1
1761,2015,0,54.62,21.09,0.6640957915299902,0.6527535520087425,0.0862537118942622,100.29670107853475,4.445868740357142,34.23,57.31,0.13194969940668416,3.1827565092029295,0.38483920535678456,0.5,0.0,36,DART,1.7448961786773685,0,0.0,0.5462,0.2109,0.3423,0.5731,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,2016,0,63.6,25.42,0.6443320350035975,0.6289817683139194,0.1877297912530825,81.24996573934493,9.709672240168635,34.37,57.54,0.12833633828078125,2.9716031108660577,0.31211481143351444,0.42857142857142855,0.0,37,DART,1.737921445950643,0,0.0,0.636,0.25420000000000004,0.34369999999999995,0.5754,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,2017,0,64.63,6.77,0.5364592636452191,0.5201789308384905,0.0761199469081986,41.10124007045038,18.049421572631154,39.57,70.71,0.04395904867803488,2.667261718655189,0.2701384949238968,0.3333333333333333,0.3333333333333333,37,DART,1.4142271248762552,0,0.0,0.6463,0.0677,0.3957,0.7071,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,2018,0,63.2,3.46,0.39350932468549515,0.3811636958179041,0.13155731775935356,37.74688506023744,25.780322967088303,42.62,82.31,0.02654809870641349,2.4217302385305395,0.21259359062256683,0.3333333333333333,0.0,38,DART,1.2149192078726765,0,0.0,0.632,0.0346,0.42619999999999997,0.8231,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,2019,0,54.25,-56.51,0.17855438926800024,0.17206776200195129,0.04987771922052864,49.67567869288085,34.456485583506016,46.28,96.05,0.0037885815072065073,2.5536343627554565,0.2956488823940426,0.0,0.0,40,DART,1.041124414367517,0,0.0,0.5425,-0.5650999999999999,0.4628,0.9605,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,2020,0,42.67,-123.46,0.2992884969446568,0.292881574138527,0.0495175440246966,83.02535886270492,47.481314132462686,47.16,107.72,-0.016758683999812004,1.9302312579860637,0.240272652450444,0.3333333333333333,0.14285714285714285,37,DART,0.9283327144448571,0,0.0,0.4267,-1.2346,0.47159999999999996,1.0772,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,2021,0,43.34,-141.52,0.1467620172667587,0.14328081884745764,0.07392129313483554,64.85156665163129,49.89794995612446,51.64,136.23,-0.01637403329298875,1.889685123330125,0.3919428727079208,0.42857142857142855,0.2857142857142857,38,DART,0.7340527049842179,0,0.0,0.4334,-1.4152,0.5164,1.3622999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,2022,0,45.63,-127.56,0.1428790748221973,0.13429261955532915,0.04176894989719186,38.61060814899207,13.862568110330727,53.98,167.53,-0.009355683524873815,1.6152642065691092,0.2579844562278449,0.4,0.0,34,DART,0.5969080164746613,0,0.0,0.45630000000000004,-1.2756,0.5398,1.6753,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,2023,0,53.45,-79.36,0.15070803960594098,0.1426859703789369,0.04709324922548912,65.56730365664446,10.726357748736145,54.89,199.44,0.006229346175700866,1.4630098402192044,0.23128634517592808,0.4,0.4,34,DART,0.5014039310068191,0,0.0,0.5345,-0.7936,0.5489,1.9944,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,2013,0,-4.79,-23.31,1.28,1.02,1.2778363082712372,2.41,6.85,8.83,14.53,-0.226266916179723,7.714267377783239,0.40457402635991285,0.5,0.0,32,DEWA,6.882312456985548,0,,-0.0479,-0.23309999999999997,0.0883,0.14529999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,2014,0,5.46,0.04,1.4,1.17,1.4027422682448567,2.47,7.89,7.61,12.11,0.05970393064586187,13.748677229826622,0.3946547934505519,0.3333333333333333,0.0,34,DEWA,8.257638315441783,0,0.0,0.0546,0.0004,0.0761,0.1211,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,2015,0,9.95,0.19,1.25,1.08,1.2533443115874747,2.88,10.08,14.07,23.35,0.05082115523258069,6.5253298834283475,0.35267670026180264,0.3333333333333333,0.0,36,DEWA,4.282655246252676,0,0.0,0.09949999999999999,0.0019,0.1407,0.2335,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,2016,0,6.12,0.21,1.03,0.89,1.0273272004545984,3.75,13.39,13.3,22.52,0.02911538507033079,8.358599289084989,0.36032576754233697,0.3333333333333333,0.3333333333333333,37,DEWA,4.440497335701599,0,0.0,0.061200000000000004,0.0021,0.133,0.22519999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,2017,0,14.16,1.14,0.84,0.62,0.8352274195423859,4.43,8.58,9.67,17.08,0.09237906836280457,7.817994619252424,0.35399259603387895,0.5,0.0,37,DEWA,5.85480093676815,0,0.0,0.1416,0.011399999999999999,0.0967,0.17079999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,2018,0,8.62,0.93,0.8,0.63,0.7951267788453076,5.81,9.55,4.44,7.99,0.03520072522719196,5.88707483126405,0.3293397961577633,0.0,0.0,38,DEWA,12.51564455569462,0,0.0,0.0862,0.009300000000000001,0.0444,0.0799,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,2019,0,6.01,1.1,1.01,0.68,1.011638095258976,4.9,7.43,22.37,52.47,0.025271437702132436,2.981642141195054,0.3360488573674643,0.3333333333333333,0.3333333333333333,40,DEWA,1.9058509624547362,0,0.0,0.0601,0.011000000000000001,0.2237,0.5246999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,2020,0,2.46,0.54,1.12,0.96,1.1153263515129668,3.66,6.44,18.94,38.72,-0.012099471986767925,4.230476088104226,0.2888886673437185,0.6,0.375,37,DEWA,2.5826446280991737,0,0.0,0.0246,0.0054,0.1894,0.3872,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,2021,0,10.79,0.34,0.66,0.57,0.6639000710789357,4.05,11.68,17.72,40.8,0.07346703757524445,3.5221062505772913,0.3297616942218456,0.5,0.3333333333333333,38,DEWA,2.450980392156863,0,0.0,0.1079,0.0034000000000000002,0.1772,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,2022,0,0.14,-4.1,0.6,0.42,0.5956837254795951,5.19,12.98,14.0,34.69,-0.04778201107798002,4.248982067971687,0.359110916080035,0.0,0.0,34,DEWA,2.882675122513693,0,0.0,0.0014000000000000002,-0.040999999999999995,0.14,0.3469,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,2023,0,6.95,0.48,0.69,0.59,0.6933661568731578,4.63,12.31,7.6,18.8,0.04074625916132058,6.014063834336508,0.398631347672524,0.5,0.0,34,DEWA,5.319148936170213,0,0.0,0.0695,0.0048,0.076,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,2013,0,12.77,4.55,1.56,1.38,0.5450908691771641,2.14,8.07,25.28,50.1,0.08796757344351537,19.08841063428164,0.783914400886906,0.5,0.3333333333333333,32,DGIK,1.996007984031936,0,,0.1277,0.0455,0.2528,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,2014,0,12.01,3.02,1.65,1.42,0.32141541655878153,2.61,9.38,14.01,25.93,0.06262002822311079,17.718450189425447,0.8976676843049086,0.3333333333333333,0.3333333333333333,34,DGIK,3.856536829926726,0,0.0,0.1201,0.0302,0.1401,0.2593,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,2015,0,10.87,0.3,1.56,1.41,0.2053608996612559,1.7,8.01,11.96,23.11,0.005804655228082648,11.981455753251156,0.43450186156521137,0.5,0.2,36,DGIK,4.327131112072696,0,0.0,0.10869999999999999,0.003,0.11960000000000001,0.2311,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,2016,0,7.52,-34.9,1.2,1.2,0.19873338840102714,1.43,14.41,10.33,21.17,-0.5656646670397139,7.592774557651719,0.4016900903970223,0.5714285714285714,0.14285714285714285,37,DGIK,4.7236655644780345,0,0.0,0.07519999999999999,-0.349,0.1033,0.21170000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,2017,0,13.46,1.28,1.08,1.05,0.19374761913049238,1.9,86.14,12.24,28.33,-0.07696769294399655,6.806274131086189,0.4086832643867659,0.3333333333333333,0.0,37,DGIK,3.5298270384751147,0,0.0,0.1346,0.0128,0.12240000000000001,0.2833,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,2018,0,7.23,-14.29,1.17,1.15,0.3099482010249731,1.46,43.8,12.5,32.51,-0.09519434467335813,6.769939144718933,0.41701311019247217,0.6666666666666666,0.0,38,DGIK,3.0759766225776684,0,0.0,0.0723,-0.1429,0.125,0.3251,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,2019,0,11.45,0.13,1.37,1.35,0.4753228327943831,1.61,62.22,7.29,14.51,-0.05963865148452645,7.339492182278197,0.41280837060183345,0.5,0.2,40,DGIK,6.891798759476223,0,0.0,0.11449999999999999,0.0013,0.0729,0.1451,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,2020,0,9.87,-3.13,1.42,1.4,0.2728643992613609,1.19,60.81,5.11,8.76,-0.20097144260617827,7.201515520984862,0.42883139436205187,0.16666666666666666,0.25,37,DGIK,11.415525114155251,0,0.0,0.0987,-0.0313,0.051100000000000007,0.0876,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,2021,0,13.89,2.14,1.59,1.54,0.4034447192781631,1.12,27.56,2.01,3.12,-0.07570877128006338,10.036106013936525,1.6766930499975192,0.3333333333333333,0.0,38,DGIK,32.05128205128205,0,0.0,0.1389,0.021400000000000002,0.020099999999999996,0.031200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,2022,0,15.29,2.21,1.35,1.29,0.16201695154059675,1.39,19.79,1.15,1.71,-0.11564174406901648,17.99619154193252,1.1886438302043463,0.3333333333333333,0.2857142857142857,34,DGIK,58.47953216374269,0,0.0,0.15289999999999998,0.022099999999999998,0.0115,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,2023,0,17.79,5.43,1.56,1.52,0.10064773208127213,1.65,27.71,5.14,7.46,0.04958581268301411,23.70289121878567,0.8421752979702817,0.6666666666666666,0.0,34,DGIK,13.404825737265416,0,0.0,0.1779,0.054299999999999994,0.051399999999999994,0.0746,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,2013,0,46.75,21.83,0.79,0.48,0.31153715948999017,7.62,0.74,20.02,36.79,0.11670719440138137,3.353147617965956,0.7971700659498425,0.5454545454545454,0.2857142857142857,32,DILD,2.718129926610492,0,,0.4675,0.2183,0.2002,0.3679,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,2014,0,54.34,23.68,1.41,0.49,0.3163176595280695,11.41,0.78,23.6,47.63,0.1309859213481805,2.59470228754117,1.5090820725785157,0.3333333333333333,0.0,34,DILD,2.099517111064455,0,0.0,0.5434,0.2368,0.23600000000000002,0.4763,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2015,0,47.38,19.04,0.89,0.28,0.12313164384721732,10.47,0.64,27.74,59.83,0.10340676980026967,3.1374505973518714,1.062478456612191,0.5,0.0,36,DILD,1.671402306535183,0,0.0,0.4738,0.19039999999999999,0.2774,0.5982999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,2016,0,45.53,13.06,0.92,0.29,0.14376390262490488,9.68,0.61,37.63,88.09,0.07540954421173171,2.449100345186443,1.0248046689851105,0.4,0.0,37,DILD,1.13520263367011,0,0.0,0.45530000000000004,0.1306,0.3763,0.8809,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,2017,0,43.39,12.33,0.88,0.3,0.18266512018758918,10.98,0.56,33.83,70.21,0.06384418270139784,3.3516616864507585,0.5749179986860234,0.3333333333333333,0.3333333333333333,37,DILD,1.424298532972511,0,0.0,0.4339,0.1233,0.3383,0.7021,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,2018,0,39.41,7.6,1.01,0.42,0.24208102332441167,7.04,0.6,35.26,76.92,0.05437886451351264,3.2222741790226923,0.4900020457123296,0.4,0.0,38,DILD,1.3000520020800832,0,0.0,0.39409999999999995,0.076,0.35259999999999997,0.7692,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,2019,0,41.36,15.96,1.18,0.61,0.41482607127099014,5.66,0.66,33.56,68.55,0.08001861316490184,2.8123348114645426,0.37251833803663686,0.5,0.0,40,DILD,1.4587892049598834,0,0.0,0.41359999999999997,0.15960000000000002,0.3356,0.6855,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,2020,0,40.84,2.39,1.03,0.48,0.32820795207141246,9.51,0.77,32.06,83.21,0.0806402345383599,2.1446021899021854,0.3769869220567199,0.4,0.42857142857142855,37,DILD,1.2017786323759165,0,0.0,0.40840000000000004,0.0239,0.3206,0.8321,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,2021,0,39.1,-1.11,1.03,0.42,0.32358788860162796,11.87,0.5,29.49,80.28,0.06405749606282005,2.541368907913628,0.2674007798248107,0.4,0.3333333333333333,38,DILD,1.2456402590931739,0,0.0,0.391,-0.0111,0.2949,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,2022,0,40.48,6.1,1.04,0.38,0.2514371016797715,7.92,0.46,30.2,79.45,0.09562032639188632,2.575624559641058,0.2851769682691729,0.3333333333333333,0.0,34,DILD,1.2586532410320956,0,0.0,0.4048,0.061,0.302,0.7945,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,2023,0,40.59,19.4,1.14,0.41,0.30826185979610343,10.97,0.65,32.36,72.26,0.15753405860736835,2.671565578446877,0.3138678978741011,0.3333333333333333,0.0,34,DILD,1.383891502906172,0,0.0,0.40590000000000004,0.19399999999999998,0.3236,0.7226,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,2013,0,33.55,39.25,9.84,9.68,7.4333444647852245,3.3,44.84,0.27,0.3,1.7109530660756844,83.77896869873064,1.4723219126740215,0.5,0.25,32,DKFT,333.3333333333333,0,,0.33549999999999996,0.3925,0.0027,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,2014,0,0.0,0.0,17.36,16.92,12.389378340437785,0.0,0.0,0.2,0.21,-1.6802861382511618,84.32133943789168,1.9728412706375966,0.42857142857142855,0.0,34,DKFT,476.1904761904762,0,0.0,0.0,0.0,0.002,0.0021,0,0,0,1,0,0,0,0,0,1,0,0,2
1857,2015,0,0.0,0.0,20.17,19.88,8.897405377896922,0.0,0.0,0.03,0.03,-1.5793987327683503,94.66559560033632,1.7118982318689429,0.375,0.2,36,DKFT,3333.3333333333335,0,0.0,0.0,0.0,0.0003,0.0003,0,0,0,1,0,0,0,1,1,0,0,0,3
1856,2016,0,0.0,0.0,1.63,1.32,0.3544988145299346,0.0,0.0,25.09,38.77,-0.11679666863533886,4.5151910858221065,1.5511361141222808,0.4,0.0,37,DKFT,2.579313902501934,0,0.0,0.0,0.0,0.2509,0.38770000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,2017,0,76.05,-79.15,0.8,0.38,0.03296149500273777,0.63,0.08,34.71,67.31,-0.04521018734971484,3.4393622637623293,1.9001655953796306,0.5,0.0,37,DKFT,1.4856633486851878,0,0.0,0.7605,-0.7915000000000001,0.3471,0.6731,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,2018,0,8.23,-18.04,0.82,0.46,0.014291169171173342,3.73,1.56,32.62,80.48,-0.025467081554233575,2.83452702164022,1.6022159079461222,0.2,0.0,38,DKFT,1.242544731610338,0,0.0,0.0823,-0.1804,0.3262,0.8048000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,2019,0,25.91,-18.42,1.11,0.59,0.02790984661726959,5.49,1.02,33.07,90.02,-0.059784555086594096,2.1804598874588983,0.8207989328520471,0.5,0.2,40,DKFT,1.110864252388358,0,0.0,0.2591,-0.18420000000000003,0.3307,0.9002,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,2020,0,-5.71,-24.16,0.95,0.53,0.04067931720905455,46.87,2.76,31.84,116.84,-0.09676683270539249,1.8363006540212239,1.436084071520275,0.4,0.2,37,DKFT,0.8558712769599451,0,0.0,-0.0571,-0.2416,0.3184,1.1684,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,2021,0,-3.73,-24.49,0.9,0.74,0.3477659490465647,42.97,4.89,35.67,222.93,-0.09740184990791466,1.4158353949501838,1.9158832537312764,0.4,0.16666666666666666,38,DKFT,0.4485713004081998,0,0.0,-0.0373,-0.24489999999999998,0.3567,2.2293000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,2022,0,41.49,3.49,0.96,0.87,0.3547152260256957,9.44,3.6,33.16,204.41,0.04707272120422709,1.421069008086472,1.5051907321807898,0.5,0.4,34,DKFT,0.48921285651386925,0,0.0,0.41490000000000005,0.0349,0.33159999999999995,2.0441,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,2023,0,43.21,3.78,0.96,0.86,0.39355157128486407,6.53,4.49,32.19,197.36,0.04001156173470043,1.4274081283808844,1.5079213579777173,0.3333333333333333,0.0,34,DKFT,0.5066882853668423,0,0.0,0.4321,0.0378,0.32189999999999996,1.9736000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,2013,0,69.81,31.2,4.71,1.88,2.728312820430216,5.45,1.88,21.96930162463104,28.15469050263663,1.7660642488740284,22.483441258922724,8.994068273464327,0.5,0.25,32,DLTA,3.551806047757307,0,,0.6981,0.312,0.2196930162463104,0.2815469050263663,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,2014,0,70.23,32.81,4.4,1.42,2.12805352292989,5.19,1.42,23.76547063959184,31.174155384678297,1.508789336909017,19.123032089371318,8.213009715788864,0.3333333333333333,0.0,34,DLTA,3.207785383951372,0,0.0,0.7023,0.3281,0.2376547063959184,0.311741553846783,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,2015,0,66.67,27.45,6.42,1.23,3.5243414456091013,3.5,1.23,18.173596462929712,22.209941629288917,1.1990322067885004,18.59745110596438,4.90033168076173,0.4,0.0,36,DLTA,4.502488195112003,0,0.0,0.6667000000000001,0.27449999999999997,0.18173596462929711,0.22209941629288918,0,0,0,0,0,0,0,0,0,0,0,0,0
